width,height,aspect_ratio,mean_r,mean_g,mean_b,std_r,std_g,std_b,generator,class,split,path,aspect_ratio_cat
256,256,1.0,0.18396148085594177,0.308047354221344,0.5620959401130676,0.09959118068218231,0.12971732020378113,0.22661776840686798,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\22_adm_145.PNG,1:1
256,256,1.0,0.43431392312049866,0.364086776971817,0.27551546692848206,0.1752208173274994,0.14723911881446838,0.12817873060703278,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\27_adm_40.PNG,1:1
256,256,1.0,0.5545529723167419,0.46673232316970825,0.490613728761673,0.3030886948108673,0.27287566661834717,0.2806294858455658,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\800_adm_178.PNG,1:1
256,256,1.0,0.36465075612068176,0.30782192945480347,0.27205246686935425,0.2092599868774414,0.19392232596874237,0.17772071063518524,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\783_adm_72.PNG,1:1
256,256,1.0,0.4526621103286743,0.4208418130874634,0.4170002341270447,0.10902993381023407,0.1325753927230835,0.15950047969818115,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\760_adm_188.PNG,1:1
256,256,1.0,0.29933983087539673,0.17021748423576355,0.1318100541830063,0.28340351581573486,0.15412598848342896,0.10960692167282104,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\544_adm_135.PNG,1:1
256,256,1.0,0.539272665977478,0.5624757409095764,0.5539067387580872,0.2793467342853546,0.2951754927635193,0.310904324054718,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\999_adm_166.PNG,1:1
256,256,1.0,0.6131550669670105,0.5516578555107117,0.4469684958457947,0.34524887800216675,0.375135213136673,0.4464084208011627,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\901_adm_3.PNG,1:1
256,256,1.0,0.44084709882736206,0.37414032220840454,0.3722200095653534,0.14133666455745697,0.13930729031562805,0.16805405914783478,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\588_adm_188.PNG,1:1
256,256,1.0,0.5478226542472839,0.5683117508888245,0.5985522270202637,0.2788151800632477,0.30100125074386597,0.3257204592227936,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\763_adm_107.PNG,1:1
256,256,1.0,0.35545626282691956,0.398980051279068,0.3150673806667328,0.1988980770111084,0.2072630673646927,0.20974770188331604,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\384_adm_39.PNG,1:1
256,256,1.0,0.656355619430542,0.6339027285575867,0.594844400882721,0.18701696395874023,0.19120655953884125,0.19041290879249573,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\523_adm_17.PNG,1:1
256,256,1.0,0.6096267104148865,0.5801889896392822,0.42886146903038025,0.31121140718460083,0.27639758586883545,0.2709144651889801,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\491_adm_116.PNG,1:1
256,256,1.0,0.4932384192943573,0.5239936709403992,0.49831074476242065,0.20087599754333496,0.19999325275421143,0.19540764391422272,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\404_adm_146.PNG,1:1
256,256,1.0,0.3715009391307831,0.3278222680091858,0.3292688727378845,0.24761635065078735,0.2241927981376648,0.19465108215808868,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\558_adm_13.PNG,1:1
256,256,1.0,0.4274613559246063,0.43349501490592957,0.4449615478515625,0.2517194151878357,0.2469337284564972,0.2512829303741455,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\547_adm_168.PNG,1:1
256,256,1.0,0.3318547010421753,0.5175846219062805,0.5643807649612427,0.10392890125513077,0.13376086950302124,0.1755596548318863,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\772_adm_135.PNG,1:1
256,256,1.0,0.5048264265060425,0.4802156388759613,0.4202035963535309,0.32624104619026184,0.30981749296188354,0.31346264481544495,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\216_adm_20.PNG,1:1
256,256,1.0,0.8034974336624146,0.5559856295585632,0.5660314559936523,0.20070897042751312,0.4223754107952118,0.41236865520477295,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\831_adm_152.PNG,1:1
256,256,1.0,0.4835277795791626,0.46332740783691406,0.45480844378471375,0.30454468727111816,0.30416354537010193,0.3002221882343292,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\501_adm_137.PNG,1:1
256,256,1.0,0.3200836181640625,0.31846892833709717,0.329717755317688,0.1441275179386139,0.14159289002418518,0.14452308416366577,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\665_adm_53.PNG,1:1
256,256,1.0,0.5086374878883362,0.596358060836792,0.6127094030380249,0.22578468918800354,0.2511875629425049,0.3150945007801056,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\807_adm_39.PNG,1:1
256,256,1.0,0.7876704335212708,0.6666615605354309,0.5715081095695496,0.17307379841804504,0.2543376088142395,0.3394306004047394,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\493_adm_100.PNG,1:1
256,256,1.0,0.41178587079048157,0.3888181447982788,0.3831787705421448,0.25314563512802124,0.24334008991718292,0.22657813131809235,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\244_adm_140.PNG,1:1
256,256,1.0,0.6977836489677429,0.6665567755699158,0.6610158085823059,0.14971652626991272,0.1563607007265091,0.16605183482170105,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\516_adm_171.PNG,1:1
256,256,1.0,0.4245138466358185,0.4830608367919922,0.5272204279899597,0.14782090485095978,0.15486936271190643,0.259065717458725,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\671_adm_130.PNG,1:1
256,256,1.0,0.4776087701320648,0.3916581869125366,0.2107601910829544,0.18691551685333252,0.1263919323682785,0.11400102078914642,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\352_adm_80.PNG,1:1
256,256,1.0,0.5056641101837158,0.4711427688598633,0.4121077060699463,0.21642187237739563,0.21192830801010132,0.20528115332126617,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\370_adm_70.PNG,1:1
256,256,1.0,0.5206029415130615,0.42019420862197876,0.4604317843914032,0.24699749052524567,0.19205473363399506,0.22870583832263947,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\622_adm_132.PNG,1:1
256,256,1.0,0.5192727446556091,0.5290272235870361,0.5030325055122375,0.3963143825531006,0.3949093520641327,0.41608378291130066,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\238_adm_74.PNG,1:1
256,256,1.0,0.42336535453796387,0.45645976066589355,0.5123928189277649,0.25340303778648376,0.2912488281726837,0.33018893003463745,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\511_adm_66.PNG,1:1
256,256,1.0,0.6543779969215393,0.47292888164520264,0.35153332352638245,0.13695849478244781,0.12071636319160461,0.12031865119934082,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\749_adm_8.PNG,1:1
256,256,1.0,0.2055024653673172,0.1778266727924347,0.15051092207431793,0.18614624440670013,0.18031340837478638,0.1601930558681488,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\754_adm_125.PNG,1:1
256,256,1.0,0.6991113424301147,0.6156889200210571,0.5486599802970886,0.11347836256027222,0.13037645816802979,0.18040379881858826,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\520_adm_145.PNG,1:1
256,256,1.0,0.4269082844257355,0.4104453921318054,0.2277345061302185,0.2714584767818451,0.2815385162830353,0.2287275493144989,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\924_adm_10.PNG,1:1
256,256,1.0,0.4694117605686188,0.47572657465934753,0.5098503232002258,0.21990051865577698,0.23164884746074677,0.2871618866920471,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\716_adm_4.PNG,1:1
256,256,1.0,0.596799373626709,0.4862572252750397,0.3660816252231598,0.22393745183944702,0.19550810754299164,0.18112008273601532,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\53_adm_166.PNG,1:1
256,256,1.0,0.43601635098457336,0.45748472213745117,0.4466252624988556,0.2115202099084854,0.21456220746040344,0.2456313520669937,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\389_adm_148.PNG,1:1
256,256,1.0,0.553058922290802,0.4359975755214691,0.4423682689666748,0.27536389231681824,0.2668485939502716,0.26533663272857666,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\751_adm_121.PNG,1:1
256,256,1.0,0.3778887987136841,0.34705910086631775,0.299529492855072,0.2880791127681732,0.26477834582328796,0.25627127289772034,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\601_adm_87.PNG,1:1
256,256,1.0,0.2724616229534149,0.24368806183338165,0.2609083950519562,0.16437967121601105,0.16163966059684753,0.17326736450195312,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\769_adm_51.PNG,1:1
256,256,1.0,0.7495052814483643,0.7418104410171509,0.7458133101463318,0.26138028502464294,0.2697742283344269,0.26616543531417847,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\499_adm_117.PNG,1:1
256,256,1.0,0.3791719675064087,0.4381701946258545,0.34131747484207153,0.14594653248786926,0.16581164300441742,0.16722892224788666,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\944_adm_45.PNG,1:1
256,256,1.0,0.26257702708244324,0.23517408967018127,0.17175795137882233,0.23741699755191803,0.2103099524974823,0.16208302974700928,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\214_adm_49.PNG,1:1
256,256,1.0,0.656317412853241,0.4324604570865631,0.5551530122756958,0.17830391228199005,0.275616317987442,0.1994958221912384,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\709_adm_102.PNG,1:1
256,256,1.0,0.34458932280540466,0.3917405307292938,0.38496291637420654,0.22036610543727875,0.18724465370178223,0.2026275247335434,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\843_adm_14.PNG,1:1
256,256,1.0,0.4494642913341522,0.46025726199150085,0.3586867153644562,0.2613402009010315,0.25289392471313477,0.2561550438404083,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\11_adm_36.PNG,1:1
256,256,1.0,0.6767721176147461,0.6679601669311523,0.6935888528823853,0.20136946439743042,0.2222404181957245,0.2753979563713074,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\349_adm_175.PNG,1:1
256,256,1.0,0.403484046459198,0.37690502405166626,0.3387264609336853,0.21099460124969482,0.20808818936347961,0.21771907806396484,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\229_adm_64.PNG,1:1
256,256,1.0,0.5988574028015137,0.5883613228797913,0.4814293682575226,0.15994754433631897,0.1622825413942337,0.19298753142356873,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\348_adm_178.PNG,1:1
256,256,1.0,0.4498165547847748,0.4173644483089447,0.20336095988750458,0.29585981369018555,0.2332659363746643,0.21786154806613922,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\942_adm_123.PNG,1:1
256,256,1.0,0.5428276062011719,0.6407410502433777,0.6186817288398743,0.15963655710220337,0.13871093094348907,0.21116310358047485,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\972_adm_182.PNG,1:1
256,256,1.0,0.5473191738128662,0.5418183207511902,0.5523771643638611,0.2185957133769989,0.21430286765098572,0.21978121995925903,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\385_adm_66.PNG,1:1
256,256,1.0,0.5748332738876343,0.4851420521736145,0.3614630103111267,0.28158441185951233,0.26547762751579285,0.35190796852111816,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\779_adm_147.PNG,1:1
256,256,1.0,0.31375113129615784,0.33250749111175537,0.31756487488746643,0.2482437938451767,0.2559549808502197,0.25497934222221375,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\848_adm_188.PNG,1:1
256,256,1.0,0.48071935772895813,0.49795204401016235,0.4812614917755127,0.24495829641819,0.2461089789867401,0.25953635573387146,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\670_adm_63.PNG,1:1
256,256,1.0,0.7077562212944031,0.5981505513191223,0.5492434501647949,0.1799182891845703,0.19041688740253448,0.19628897309303284,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\516_adm_90.PNG,1:1
256,256,1.0,0.5910263657569885,0.6240277886390686,0.6804437041282654,0.3778400421142578,0.3455522656440735,0.2992821931838989,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\613_adm_93.PNG,1:1
256,256,1.0,0.3745180666446686,0.44082531332969666,0.11455073207616806,0.2553141415119171,0.2608264088630676,0.10512443631887436,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\392_adm_89.PNG,1:1
256,256,1.0,0.24111953377723694,0.34376463294029236,0.3038548231124878,0.14909352362155914,0.1777837872505188,0.1970280408859253,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\971_adm_93.PNG,1:1
256,256,1.0,0.3815115690231323,0.37424421310424805,0.36886441707611084,0.2403634488582611,0.24030816555023193,0.23969098925590515,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\238_adm_126.PNG,1:1
256,256,1.0,0.5587009191513062,0.5700909495353699,0.5067003965377808,0.2591637074947357,0.24738411605358124,0.25824692845344543,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\864_adm_45.PNG,1:1
256,256,1.0,0.6173835396766663,0.3816743791103363,0.30331501364707947,0.20891153812408447,0.17326565086841583,0.1367792785167694,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\314_adm_9.PNG,1:1
256,256,1.0,0.32290640473365784,0.301496684551239,0.2654331624507904,0.16648462414741516,0.18290330469608307,0.18690885603427887,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\51_adm_177.PNG,1:1
256,256,1.0,0.5723532438278198,0.29031121730804443,0.33154967427253723,0.2105688899755478,0.20296622812747955,0.2082376927137375,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\694_adm_24.PNG,1:1
256,256,1.0,0.8544601798057556,0.874492883682251,0.6859859824180603,0.16614772379398346,0.13873159885406494,0.3622010052204132,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\709_adm_41.PNG,1:1
256,256,1.0,0.48211735486984253,0.4761869013309479,0.4163208305835724,0.2765810787677765,0.264389306306839,0.25192487239837646,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\847_adm_15.PNG,1:1
256,256,1.0,0.6985982656478882,0.697724461555481,0.6989988684654236,0.22757002711296082,0.1850268542766571,0.15960055589675903,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\898_adm_152.PNG,1:1
256,256,1.0,0.5193799734115601,0.5076505541801453,0.44597432017326355,0.3415423631668091,0.3464046120643616,0.3922816514968872,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\469_adm_79.PNG,1:1
256,256,1.0,0.49576467275619507,0.46107229590415955,0.3699067533016205,0.21256063878536224,0.20052891969680786,0.20928645133972168,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\645_adm_93.PNG,1:1
256,256,1.0,0.4158630073070526,0.35197606682777405,0.3242405652999878,0.32771068811416626,0.27881088852882385,0.2482406347990036,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\432_adm_178.PNG,1:1
256,256,1.0,0.6814967393875122,0.652969241142273,0.5735100507736206,0.16197125613689423,0.20722505450248718,0.23939700424671173,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\209_adm_56.PNG,1:1
256,256,1.0,0.3674418330192566,0.32126352190971375,0.2501623332500458,0.2049521505832672,0.18538755178451538,0.16464798152446747,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\54_adm_10.PNG,1:1
256,256,1.0,0.020512180402874947,0.4907279908657074,0.6117517352104187,0.03529781848192215,0.18317373096942902,0.2038242220878601,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\983_adm_190.PNG,1:1
256,256,1.0,0.4318365156650543,0.37294021248817444,0.3815694749355316,0.31083130836486816,0.349498450756073,0.336868554353714,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\501_adm_163.PNG,1:1
256,256,1.0,0.4279778301715851,0.4297375977039337,0.3825463056564331,0.17503948509693146,0.17444145679473877,0.16616763174533844,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\356_adm_130.PNG,1:1
256,256,1.0,0.42115384340286255,0.4247104823589325,0.4418739676475525,0.31342458724975586,0.34806373715400696,0.37590765953063965,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\724_adm_84.PNG,1:1
256,256,1.0,0.2686558663845062,0.21284529566764832,0.1725236177444458,0.2721882462501526,0.18984277546405792,0.15341439843177795,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\121_adm_72.PNG,1:1
256,256,1.0,0.2969285547733307,0.2702755630016327,0.2493378072977066,0.24491700530052185,0.2217143326997757,0.20105454325675964,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\550_adm_175.PNG,1:1
256,256,1.0,0.5661521553993225,0.5332134366035461,0.413534551858902,0.28314706683158875,0.2908789813518524,0.26280778646469116,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\225_adm_177.PNG,1:1
256,256,1.0,0.36566558480262756,0.3505534529685974,0.31836625933647156,0.19709637761116028,0.21790820360183716,0.2030627280473709,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\469_adm_51.PNG,1:1
256,256,1.0,0.5311892032623291,0.556641697883606,0.4555765986442566,0.17695394158363342,0.1791226714849472,0.2169666588306427,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\59_adm_14.PNG,1:1
256,256,1.0,0.28797927498817444,0.303706556558609,0.334131121635437,0.18634194135665894,0.19487695395946503,0.21344415843486786,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\475_adm_70.PNG,1:1
256,256,1.0,0.46038615703582764,0.5073168873786926,0.5213494896888733,0.19094808399677277,0.21508412063121796,0.29876431822776794,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\483_adm_76.PNG,1:1
256,256,1.0,0.5994932055473328,0.6063892841339111,0.6336902379989624,0.15704338252544403,0.18011534214019775,0.21446670591831207,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\210_adm_44.PNG,1:1
256,256,1.0,0.3532882630825043,0.40988394618034363,0.3973414897918701,0.23182499408721924,0.26304665207862854,0.24436964094638824,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\367_adm_161.PNG,1:1
256,256,1.0,0.7669844031333923,0.7300641536712646,0.6622959971427917,0.22124814987182617,0.21539847552776337,0.30268344283103943,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\773_adm_9.PNG,1:1
256,256,1.0,0.5928395986557007,0.5864621996879578,0.5536502599716187,0.3317863941192627,0.3422621488571167,0.36233508586883545,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\497_adm_21.PNG,1:1
256,256,1.0,0.40924733877182007,0.37932658195495605,0.2974231541156769,0.2364094853401184,0.2481672465801239,0.2894695997238159,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\218_adm_51.PNG,1:1
256,256,1.0,0.39284902811050415,0.5441226959228516,0.7046290040016174,0.22851581871509552,0.18449604511260986,0.17276981472969055,generador1_ADM_descomprimido,ai,train,data\GenImage\generador1_ADM_descomprimido\train\ai\503_adm_2.PNG,1:1
